"event_date","actor1","actor2","latitude","longitude","fatalities","actor1Embedding1","actor1Embedding2","actor1Embedding3","actor2Embedding1","actor2Embedding2","actor2Embedding3","duration"
"05 February 2023","Al Shabaab","Military Forces of Somalia (2022-)",2.0844,45.39,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,1
"05 February 2023","Military Forces of Somalia (2022-)","Al Shabaab",5.1143,47.9303,0,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,6
"05 February 2023","Al Shabaab","Military Forces of Somalia (2022-)",3.5484,46.5459,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,3
"04 February 2023","Military Forces of Somalia (2022-)","Al Shabaab",4.6517,47.8584,0,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,17.5
"04 February 2023","Military Forces of Somalia (2022-) Jubaland Security Force","Al Shabaab",0.0597,42.2983,2,3.56836456474523,-5.59833169562016,12.3440452025423,-59.1492872241623,-8.07126875153486,-39.894539214703,10.5
"04 February 2023","Military Forces of Somalia (2022-) Jubaland Security Force","Al Shabaab",0.7951,42.098,0,3.56836456474523,-5.59833169562016,12.3440452025423,-59.1492872241623,-8.07126875153486,-39.894539214703,8.5
"04 February 2023","Al Shabaab","Dhulbahante Clan Militia (Somalia)",11.2438,48.8931,2,-59.1492872241623,-8.07126875153486,-39.894539214703,-27.3199299097338,-28.7517442881553,-35.8953538613995,12.5
"04 February 2023","Police Forces of Somaliland (2010-)","Habar Jeclo-Baho Sub-Clan Militia (Somalia)",9.9293,47.2173,1,-27.687553240161,-28.8354169677668,-35.9373747830053,-26.1288548553503,-25.2175649097173,-41.3386256264108,20
"04 February 2023","Al Shabaab","Military Forces of Somalia (2022-) Puntland Dervish Force",11.3069,48.5857,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-1.99126239180357,7.82847271701147,50.8940179259304,9
"04 February 2023","Al Shabaab","Military Forces of Somalia (2022-) Puntland Dervish Force",11.2438,48.8931,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-1.99126239180357,7.82847271701147,50.8940179259304,13
"03 February 2023","ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Civilians (Somalia)",2.0276,45.33,1,-5.75527065652187,20.3477255490735,16.2352138614887,-57.9180861865552,-6.12018438870416,-40.1877854189119,5
"03 February 2023","Military Forces of Somalia (2022-)","Solo",3.5595,46.7753,0,12.9605266343406,-7.83991278620914,25.5424633603442,-14.4660191442173,54.5235744090575,12.864400189934,4
"03 February 2023","Al Shabaab","Civilians (Somalia)",2.7797,45.5042,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,2
"02 February 2023","Al Shabaab","Military Forces of Somalia (2022-) Puntland Dervish Force",11.1603,48.1949,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-1.99126239180357,7.82847271701147,50.8940179259304,26
"02 February 2023","Al Shabaab","Solo",2.5159,45.3622,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-14.4660191442173,54.5235744090575,12.864400189934,1
"02 February 2023","Al Shabaab","Military Forces of Somalia (2022-)",1.6584,44.58,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,30
"01 February 2023","Al Shabaab","Police Forces of Somalia (2022-) Hirshabelle Police Forces",4.736,45.2043,0,-59.1492872241623,-8.07126875153486,-39.894539214703,11.6720740201543,-10.940464812962,40.8924019796017,19
"01 February 2023","Unidentified Armed Group (Somalia)","Civilians (Somalia)",2.0333,45.35,0,-59.2351132822948,-8.15193176568397,-39.8868119240033,-57.9180861865552,-6.12018438870416,-40.1877854189119,5
"01 February 2023","Al Shabaab","Solo",2.0337,45.34,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-14.4660191442173,54.5235744090575,12.864400189934,7
"31 January 2023","Al Shabaab","Civilians (Somalia)",2.0462,45.3341,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,5.5
"31 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",2.0095,45.25,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,2
"31 January 2023","Military Forces of Somalia (2022-)","Al Shabaab",4.0226,46.618,0,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,9
"31 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",-0.4876,42.1839,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,3
"30 January 2023","Al Shabaab","Civilians (Somalia)",4.3814,45.1946,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,15.5
"29 January 2023","Al Shabaab","Civilians (Somalia)",4.0601,45.2577,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,5
"29 January 2023","Military Forces of Somalia (2022-)","Civilians (Somalia)",4.736,45.2043,0,12.9605266343406,-7.83991278620914,25.5424633603442,-57.9180861865552,-6.12018438870416,-40.1877854189119,5
"29 January 2023","Al Shabaab","Police Forces of Somalia (2022-)",2.048,45.32,2,-59.1492872241623,-8.07126875153486,-39.894539214703,-16.7844459720545,-14.3385415147278,21.0909355099826,5
"29 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",1.8,44.7,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-5.75527065652187,20.3477255490735,16.2352138614887,14.5
"29 January 2023","Al Shabaab","Military Forces of Somalia (2022-) Puntland Dervish Force",10.8297,49.2529,2,-59.1492872241623,-8.07126875153486,-39.894539214703,-1.99126239180357,7.82847271701147,50.8940179259304,19
"29 January 2023","Al Shabaab","Solo",-0.4906,42.1969,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-14.4660191442173,54.5235744090575,12.864400189934,4.5
"29 January 2023","Military Forces of Somalia (2022-) National Intelligence and Security Agency","Al Shabaab",1.8,44.7,139,5.27170950954721,-6.55721911914174,27.3701985109295,-59.1492872241623,-8.07126875153486,-39.894539214703,4.5
"28 January 2023","Al Shabaab","Civilians (Somalia)",4.5658,45.2247,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,14
"28 January 2023","Al Shabaab","Civilians (Somalia)",2.0549,45.33,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,14
"28 January 2023","Military Forces of Somalia (2022-)","Al Shabaab",0.19,42.1,0,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,14
"28 January 2023","Hawadle Yaber Dige Sub-Clan Militia (Somalia)","Civilians (Somalia)",4.5785,45.2633,0,-25.7560202750316,-8.46737587781533,54.8785046865039,-57.9180861865552,-6.12018438870416,-40.1877854189119,14
"28 January 2023","Al Shabaab","Hawadle Abdi Yussuf Sub-Clan Militia (Somalia)",4.285,45.4243,11,-59.1492872241623,-8.07126875153486,-39.894539214703,-13.4792120242275,10.7692327954569,70.4715949718002,14
"28 January 2023","Al Shabaab","Hawadle Abdi Yussuf Sub-Clan Militia (Somalia)",4.5785,45.2633,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-13.4792120242275,10.7692327954569,70.4715949718002,14
"28 January 2023","Al Shabaab","Hawadle Abdi Yussuf Sub-Clan Militia (Somalia)",4.606,45.2506,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-13.4792120242275,10.7692327954569,70.4715949718002,14
"28 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",2.048,45.32,1,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,14
"28 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Djibouti)",5.5376,46.3867,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-10.2200379190639,8.50145205809967,55.8555830677002,14
"28 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",2.9902,43.8487,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,29.5
"28 January 2023","Al Shabaab","Military Forces of Somalia (2022-) Jubaland Security Force",-0.074,42.5719,0,-59.1492872241623,-8.07126875153486,-39.894539214703,3.56836456474523,-5.59833169562016,12.3440452025423,14
"28 January 2023","Dir Clan Militia (Somalia)","Civilians (Somalia)",5.689,45.9693,0,-52.7827511960119,-11.8440237122536,-33.8278063518286,-57.9180861865552,-6.12018438870416,-40.1877854189119,14
"28 January 2023","Al Shabaab","Civilians (Somalia)",2.0095,45.25,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,14
"28 January 2023","Al Shabaab","Military Forces of Somalia (2022-) Jubaland Security Force",0.2671,42.1722,0,-59.1492872241623,-8.07126875153486,-39.894539214703,3.56836456474523,-5.59833169562016,12.3440452025423,24
"28 January 2023","Al Shabaab","Police Forces of Somalia (2022-)",2.0333,45.35,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-16.7844459720545,-14.3385415147278,21.0909355099826,14
"27 January 2023","Al Shabaab","Civilians (Somalia)",3.8096,43.2463,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,5
"27 January 2023","Al Shabaab","Civilians (Somalia)",-0.2582,42.6009,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,8.5
"26 January 2023","Al Shabaab","Civilians (Somalia)",0.4833,42.7666,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,30
"26 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Ethiopia)",3.8096,43.2463,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-0.565853957521434,-12.5343188350049,25.64920034533,30
"26 January 2023","Al Shabaab","Civilians (Somalia)",4.5785,45.2633,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,14
"26 January 2023","Al Shabaab","Civilians (Somalia)",4.5564,45.2701,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,15
"26 January 2023","Al Shabaab","Civilians (Somalia)",4.606,45.2506,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,15
"26 January 2023","Al Shabaab","Civilians (Somalia)",2.15,45.116,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,15
"26 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",1.8,44.7,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-5.75527065652187,20.3477255490735,16.2352138614887,16
"26 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",2.5826,45.4894,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,15
"26 January 2023","Al Shabaab","Solo",3.1784,43.657,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-14.4660191442173,54.5235744090575,12.864400189934,15.5
"26 January 2023","Military Forces of Somalia (2022-)","Al Shabaab",4.6517,47.8584,0,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,15.5
"25 January 2023","Military Forces of Somalia (2022-) Jubaland Security Force","Al Shabaab",0.0288,42.2882,0,3.56836456474523,-5.59833169562016,12.3440452025423,-59.1492872241623,-8.07126875153486,-39.894539214703,1
"25 January 2023","Al Shabaab","Military Forces of Somalia (2022-) Special Forces",5.0116,47.9918,6,-59.1492872241623,-8.07126875153486,-39.894539214703,-31.1946101848111,-2.81837735505802,35.8837257375173,1.5
"25 January 2023","Al Shabaab","Civilians (Somalia)",3.3516,44.1223,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,14
"25 January 2023","Al Shabaab","Civilians (Somalia)",4.1237,43.8915,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,8
"25 January 2023","Military Forces of Somalia (2022-)","Al Shabaab",3.8491,47.1803,1,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,13
"25 January 2023","Police Forces of Somalia (2022-) Hirshabelle Police Forces","Makane Clan Militia (Somalia)",3.8519,45.5651,1,11.6720740201543,-10.940464812962,40.8924019796017,-49.1890886502637,-6.93678967258327,-44.5059929345841,1
"25 January 2023","Military Forces of the United States (2021-)","Islamic State (Somalia)",11,50,11,-40.5625833537195,-4.32234348225144,-44.4052492955628,-54.9258339845328,-5.11492661129107,-39.5478287539718,5
"24 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",2.9902,43.8487,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,3
"24 January 2023","Al Shabaab","Civilians (Somalia)",2.0337,45.34,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,2.5
"24 January 2023","Al Shabaab","Solo",2.0414,45.3337,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-14.4660191442173,54.5235744090575,12.864400189934,28
"24 January 2023","Al Shabaab","Civilians (Somalia)",2.0456,45.34,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,6
"24 January 2023","Military Forces of Somalia (2022-) Jubaland Intelligence and Security Agency","Al Shabaab",0.19,42.1,2,-10.2855534840354,-9.14762463262322,61.7169860083194,-59.1492872241623,-8.07126875153486,-39.894539214703,6
"24 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",4.3934,46.0882,1,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,10
"24 January 2023","Al Shabaab","Civilians (Somalia)",2.0678,45.35,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,2.5
"24 January 2023","Al Shabaab","Civilians (Somalia)",2.0095,45.25,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,2
"24 January 2023","Al Shabaab","Civilians (Somalia)",2.0581,45.3003,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,2
"24 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",2.0537,45.0548,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,18
"24 January 2023","Military Forces of Somalia (2022-)","Al Shabaab",4.5135,46.2841,0,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,6
"24 January 2023","Al Shabaab","Civilians (Somalia)",4.5135,46.2841,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,5
"24 January 2023","Al Shabaab","Civilians (Somalia)",4.4507,45.3454,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,2
"23 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",2.9902,43.8487,0,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,16
"23 January 2023","Military Forces of Somalia (2022-)","Al Shabaab",5.0116,47.9918,0,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,11
"23 January 2023","Military Forces of Somalia (2022-)","Al Shabaab",4.6517,47.8584,0,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,24
"22 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",2.0337,45.34,14,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,30
"22 January 2023","Protesters (Somalia)","Solo",11.2842,49.1816,0,-57.5011735154448,-7.86887090128544,-39.4903788052395,-14.4660191442173,54.5235744090575,12.864400189934,23
"22 January 2023","Al Shabaab","Military Forces of Somalia (2022-) Jubaland Security Force",-0.074,42.5719,0,-59.1492872241623,-8.07126875153486,-39.894539214703,3.56836456474523,-5.59833169562016,12.3440452025423,23
"22 January 2023","Unidentified Armed Group (Somalia)","Military Forces of Somalia (2022-)",4.6066,45.3261,0,-59.2351132822948,-8.15193176568397,-39.8868119240033,12.9605266343406,-7.83991278620914,25.5424633603442,14
"22 January 2023","Unidentified Armed Group (Somalia)","Civilians (Somalia)",3.1292,43.6977,0,-59.2351132822948,-8.15193176568397,-39.8868119240033,-57.9180861865552,-6.12018438870416,-40.1877854189119,25
"21 January 2023","Police Forces of Somalia (2022-)","Civilians (Somalia)",2.048,45.32,1,-16.7844459720545,-14.3385415147278,21.0909355099826,-57.9180861865552,-6.12018438870416,-40.1877854189119,9
"21 January 2023","Protesters (Somalia)","Police Forces of Somalia (2022-)",2.048,45.32,1,-57.5011735154448,-7.86887090128544,-39.4903788052395,-16.7844459720545,-14.3385415147278,21.0909355099826,23.5
"21 January 2023","Military Forces of Somalia (2022-)","Al Shabaab",4.695,47.813,0,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,3
"21 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",1.1132,44.0297,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-5.75527065652187,20.3477255490735,16.2352138614887,23.5
"21 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",4.0226,46.618,3,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,2
"20 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",1.7087,44.6961,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-5.75527065652187,20.3477255490735,16.2352138614887,6.5
"20 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Ethiopia)",2.4074,42.9766,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-0.565853957521434,-12.5343188350049,25.64920034533,14
"20 January 2023","Al Shabaab","Military Forces of Somalia (2022-)",4.0226,46.618,25,-59.1492872241623,-8.07126875153486,-39.894539214703,12.9605266343406,-7.83991278620914,25.5424633603442,10
"20 January 2023","Al Shabaab","Police Forces of Somalia (2022-) Puntland Police Force",11.2842,49.1816,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-26.618167425181,7.26476554808242,44.1560279303292,3
"20 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",1.8087,44.7994,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-5.75527065652187,20.3477255490735,16.2352138614887,25.5
"20 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya)",-0.1734,41.2695,0,-59.1492872241623,-8.07126875153486,-39.894539214703,13.7608513197132,-1.42733644011981,7.80035299814057,14.5
"20 January 2023","Military Forces of the United States (2021-)","Al Shabaab",4.0226,46.618,30,-40.5625833537195,-4.32234348225144,-44.4052492955628,-59.1492872241623,-8.07126875153486,-39.894539214703,24
"20 January 2023","Military Forces of Somalia (2022-) Jubaland Security Force","Al Shabaab",0.0288,42.2882,0,3.56836456474523,-5.59833169562016,12.3440452025423,-59.1492872241623,-8.07126875153486,-39.894539214703,31
"20 January 2023","Al Shabaab","Police Forces of Somalia (2022-) Southwest Special Police Forces",2.8712,43.0043,0,-59.1492872241623,-8.07126875153486,-39.894539214703,9.19851450313581,3.28563127453444,24.8021175675846,16
"20 January 2023","Marehan Clan Militia (Somalia)","Civilians (Somalia)",6.3062,46.5493,0,-54.4243880803846,-7.66440487117122,-38.7491714900989,-57.9180861865552,-6.12018438870416,-40.1877854189119,16
"19 January 2023","Al Shabaab","Hawadle Clan Militia (Somalia)",4.6833,45.2167,2,-59.1492872241623,-8.07126875153486,-39.894539214703,-55.0528850511963,-6.90730650534192,-39.2853472878608,11
"19 January 2023","Al Shabaab","Hawadle Clan Militia (Somalia)",4.5339,45.3421,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-55.0528850511963,-6.90730650534192,-39.2853472878608,17
"19 January 2023","Al Shabaab","Police Forces of Somalia (2022-)",2.0652,45.39,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-16.7844459720545,-14.3385415147278,21.0909355099826,16
"19 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",1.8087,44.7994,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-5.75527065652187,20.3477255490735,16.2352138614887,16
"19 January 2023","Military Forces of Somalia (2022-)","Al Shabaab",2.9902,43.8487,20,12.9605266343406,-7.83991278620914,25.5424633603442,-59.1492872241623,-8.07126875153486,-39.894539214703,23.5
"19 January 2023","Al Shabaab","Civilians (Somalia)",2.3385,42.2843,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-57.9180861865552,-6.12018438870416,-40.1877854189119,16
"18 January 2023","Al Shabaab","Military Forces of Somalia (2022-) Puntland Intelligence Agency",10.514,47.7739,1,-59.1492872241623,-8.07126875153486,-39.894539214703,-17.8035477537569,8.02556885873464,54.7583448993851,2
"18 January 2023","Al Shabaab","Military Forces of Somalia (2022-) Jubaland Security Force",-0.4876,42.1839,1,-59.1492872241623,-8.07126875153486,-39.894539214703,3.56836456474523,-5.59833169562016,12.3440452025423,2
"18 January 2023","Al Shabaab","ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",1.1132,44.0297,0,-59.1492872241623,-8.07126875153486,-39.894539214703,-5.75527065652187,20.3477255490735,16.2352138614887,15
